ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID_duplicated_0,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
41352,ENSG00000197530.12,MIB2,chr1,+,1629384,1629566,1629033,1629311,1629638,1629704,41352,"2,9","2,0","5,5","0,0",198,99,0.299252054941,1.0,"0.333,1.0","1.0,1.0",-0.334
41354,ENSG00000160783.19,PMF1,chr1,+,156225556,156225668,156213005,156213176,156232319,156232425,41354,"4,2","97,73","2,6","119,136",198,99,0.948161231003,1.0,"0.02,0.014","0.008,0.022",0.002
41355,ENSG00000160783.19,PMF1,chr1,+,156225556,156225668,156213005,156213176,156233627,156233728,41355,"6,5","0,4","4,5","1,2",198,99,0.655091629001,1.0,"1.0,0.385","0.667,0.556",0.081
41356,ENSG00000160783.19,PMF1,chr1,+,156232319,156232425,156225556,156225668,156233627,156233652,41356,"144,86","2,3","197,168","2,2",198,99,0.346019094194,1.0,"0.973,0.935","0.98,0.977",-0.024
41357,ENSG00000136261.14,BZW2,chr7,+,16665436,16665501,16646130,16646288,16674411,16674588,41357,"326,304","0,1","427,400","0,0",164,99,1.0,1.0,"1.0,0.995","1.0,1.0",-0.002
41358,ENSG00000136261.14,BZW2,chr7,+,16665436,16665501,16646130,16646304,16674411,16674588,41358,"199,215","0,2","275,237","0,0",164,99,1.0,1.0,"1.0,0.985","1.0,1.0",-0.008
41359,ENSG00000136261.14,BZW2,chr7,+,16674411,16674588,16665436,16665501,16681300,16681404,41359,"773,721","0,1","965,850","0,0",198,99,1.0,1.0,"1.0,0.997","1.0,1.0",-0.002
41360,ENSG00000136261.14,BZW2,chr7,+,16682779,16682845,16681300,16681404,16685904,16685987,41360,"776,661","0,0","835,889","0,1",165,99,1.0,1.0,"1.0,1.0","1.0,0.998",0.001
41361,ENSG00000136261.14,BZW2,chr7,+,16685904,16686040,16682779,16682845,16689796,16689881,41361,"668,547","1,0","698,722","3,4",198,99,1.0,1.0,"0.997,1.0","0.991,0.989",0.008
41362,ENSG00000136261.14,BZW2,chr7,+,16685923,16686040,16682779,16682845,16689796,16689906,41362,"129,100","1,0","140,105","3,4",198,99,0.0170323079163,0.2219950647187723,"0.985,1.0","0.959,0.929",0.048
41364,ENSG00000134077.15,THUMPD3,chr3,+,9363834,9364038,9363050,9363127,9365015,9365320,41364,"1,0","72,86","3,0","132,126",198,99,1.0,1.0,"0.007,0.0","0.011,0.0",-0.002
41365,ENSG00000134077.15,THUMPD3,chr3,+,9363834,9364038,9363097,9363728,9365015,9365320,41365,"0,0","6,2","2,0","6,8",198,99,0.993383135211,1.0,"0.0,0.0","0.143,0.0",-0.071
41366,ENSG00000134077.15,THUMPD3,chr3,+,9371059,9371536,9366907,9366985,9374515,9374646,41366,"269,227","0,0","291,334","1,0",198,99,1.0,1.0,"1.0,1.0","0.993,1.0",0.004
41367,ENSG00000134077.15,THUMPD3,chr3,+,9377818,9377888,9374515,9374646,9383198,9383309,41367,"246,181","8,7","279,328","7,8",169,99,0.393884773076,1.0,"0.947,0.938","0.959,0.96",-0.017
41368,ENSG00000134077.15,THUMPD3,chr3,+,9380502,9380618,9377818,9377888,9383198,9383309,41368,"141,140","2,3","159,188","7,4",198,99,0.184855295667,0.9685491638311148,"0.972,0.959","0.919,0.959",0.026
41369,ENSG00000134077.15,THUMPD3,chr3,+,9384211,9384335,9383179,9383309,9384523,9384660,41369,"157,152","1,0","218,210","0,0",198,99,1.0,1.0,"0.987,1.0","1.0,1.0",-0.006
41370,ENSG00000158122.11,PRXL2C,chr9,-,96645892,96646024,96639576,96641886,96651389,96651495,41370,"65,108","17,30","67,72","18,36",198,99,0.24741360425,1.0,"0.657,0.643","0.65,0.5",0.075
41371,ENSG00000180357.9,ZNF609,chr15,+,64673915,64676256,64670345,64670433,64678115,64678482,41371,"123,110","0,2","165,159","2,0",198,99,1.0,1.0,"1.0,0.965","0.976,1.0",-0.006
41372,ENSG00000180357.9,ZNF609,chr15,+,64681308,64681387,64680645,64680862,64681691,64686068,41372,"278,271","1,0","339,412","0,0",178,99,1.0,1.0,"0.994,1.0","1.0,1.0",-0.003
41375,ENSG00000143942.4,CHAC2,chr2,+,53771906,53771942,53767791,53768021,53774141,53775196,41375,"67,57","0,0","68,37","2,0",135,99,0.481602837587,1.0,"1.0,1.0","0.961,1.0",0.02
41376,ENSG00000099901.16,RANBP1,chr22,+,20122263,20122421,20119012,20119149,20125307,20125436,41376,"6061,4996","0,1","6912,7001","0,2",198,99,1.0,1.0,"1.0,1.0","1.0,0.999",0.0
41377,ENSG00000099901.16,RANBP1,chr22,+,20122579,20122697,20122263,20122421,20125307,20125436,41377,"18,11","3829,3547","20,17","4137,4174",198,99,1.0,1.0,"0.002,0.002","0.002,0.002",0.0
41378,ENSG00000099901.16,RANBP1,chr22,+,20126302,20126368,20125307,20125436,20126954,20127035,41378,"2525,2329","0,0","2918,3265","1,0",165,99,1.0,1.0,"1.0,1.0","0.999,1.0",0.0
41379,ENSG00000136856.17,SLC2A8,chr9,+,127397375,127397538,127397141,127397286,127399906,127400006,41379,"0,0","6,4","0,3","2,1",198,99,0.0998161319692,0.6723893953476229,"0.0,0.0","0.0,0.6",-0.3
41381,ENSG00000136856.17,SLC2A8,chr9,+,127402556,127402753,127399906,127400006,127403659,127403803,41381,"8,6","2,1","12,12","0,2",198,99,0.141364214187,0.8283708994033637,"0.667,0.75","1.0,0.75",-0.166
41382,ENSG00000136856.17,SLC2A8,chr9,+,127405419,127405565,127404817,127404991,127407111,127407291,41382,"12,5","2,2","13,12","1,0",198,99,0.00533610573282,0.10786807675712418,"0.75,0.556","0.867,1.0",-0.28
41383,ENSG00000234593.2,KAZN-AS1,chr1,-,14390685,14390751,14350868,14351025,14391458,14391575,41383,"11,8","0,0","16,24","1,2",165,99,0.198414767404,1.0,"1.0,1.0","0.906,0.878",0.108
41384,ENSG00000123739.10,PLA2G12A,chr4,-,109718682,109718759,109717547,109717713,109729601,109730077,41384,"296,304","2,3","382,354","6,5",176,99,0.178894000606,0.948107306147792,"0.988,0.983","0.973,0.976",0.011
41385,ENSG00000123739.10,PLA2G12A,chr4,-,109718688,109718759,109717547,109717713,109729601,109729974,41385,"232,225","2,3","273,259","6,5",170,99,0.151515567613,0.8630141609732428,"0.985,0.978","0.964,0.968",0.016
41387,ENSG00000214021.15,TTLL3,chr3,+,9816073,9816202,9813247,9813345,9817644,9817658,41387,"40,39","6,12","82,80","29,16",198,99,0.549573585179,1.0,"0.769,0.619","0.586,0.714",0.044
41388,ENSG00000214021.15,TTLL3,chr3,+,9816073,9816202,9813247,9813345,9818554,9818920,41388,"21,30","2,5","60,58","1,1",198,99,0.00188049393722,0.055485420151473966,"0.84,0.75","0.968,0.967",-0.173
41389,ENSG00000214021.15,TTLL3,chr3,+,9816073,9816202,9813247,9813345,9820545,9820616,41389,"21,32","0,7","60,57","5,5",198,99,0.915755278865,1.0,"1.0,0.696","0.857,0.851",-0.006
41390,ENSG00000214021.15,TTLL3,chr3,+,9817644,9817759,9813247,9813345,9818554,9818920,41390,"6,13","2,5","29,16","1,1",198,99,0.0013323953536,0.04509472480209883,"0.6,0.565","0.935,0.889",-0.33
41391,ENSG00000214021.15,TTLL3,chr3,+,9817644,9817759,9813247,9813345,9820545,9820741,41391,"8,14","0,7","39,22","5,5",198,99,0.959005866802,1.0,"1.0,0.5","0.796,0.688",0.008
41392,ENSG00000214021.15,TTLL3,chr3,+,9817644,9817759,9816073,9816202,9818554,9818920,41392,"19,10","0,0","22,23","0,1",198,99,1.0,1.0,"1.0,1.0","1.0,0.92",0.04
41393,ENSG00000214021.15,TTLL3,chr3,+,9817644,9817759,9816073,9816202,9820545,9820741,41393,"21,11","0,2","32,29","0,0",198,99,0.793407272247,1.0,"1.0,0.733","1.0,1.0",-0.133
41394,ENSG00000214021.15,TTLL3,chr3,+,9817644,9818920,9813247,9813345,9820545,9820741,41394,"21,18","0,7","57,43","5,5",198,99,0.875940362322,1.0,"1.0,0.563","0.851,0.811",-0.049
41395,ENSG00000214021.15,TTLL3,chr3,+,9818554,9818920,9813306,9813345,9820545,9820616,41395,"17,11","0,7","29,28","5,5",198,99,0.802137868216,1.0,"1.0,0.44","0.744,0.737",-0.02
41396,ENSG00000214021.15,TTLL3,chr3,+,9818554,9818920,9816073,9816202,9820545,9820616,41396,"15,6","0,2","28,28","0,0",198,99,0.613448196936,1.0,"1.0,0.6","1.0,1.0",-0.2
41397,ENSG00000214021.15,TTLL3,chr3,+,9818554,9818920,9817644,9817759,9820545,9820616,41397,"15,7","2,2","28,27","10,6",198,99,0.291513978941,1.0,"0.789,0.636","0.583,0.692",0.075
41398,ENSG00000214021.15,TTLL3,chr3,+,9818821,9818920,9817644,9817759,9820545,9820741,41398,"17,6","2,2","30,29","10,6",198,99,0.317611644879,1.0,"0.81,0.6","0.6,0.707",0.052
41399,ENSG00000214021.15,TTLL3,chr3,+,9820545,9820741,9813247,9813345,9825799,9825901,41399,"42,32","0,3","56,66","0,1",198,99,0.351925798399,1.0,"1.0,0.842","1.0,0.971",-0.065
41400,ENSG00000214021.15,TTLL3,chr3,+,9820545,9820741,9813247,9813345,9826996,9827072,41400,"4,14","1,2","9,5","1,1",198,99,0.617190182124,1.0,"0.667,0.778","0.818,0.714",-0.043
41401,ENSG00000214021.15,TTLL3,chr3,+,9825799,9825948,9813247,9813345,9826996,9827072,41401,"61,52","1,2","125,122","1,1",198,99,0.533003136588,1.0,"0.968,0.929","0.984,0.984",-0.035
41402,ENSG00000214021.15,TTLL3,chr3,+,9825799,9825948,9817644,9820741,9826996,9827072,41402,"103,74","4,7","176,182","4,0",198,99,0.00134370295708,0.04535487134591286,"0.928,0.841","0.957,1.0",-0.094
41403,ENSG00000214021.15,TTLL3,chr3,+,9827214,9827240,9826996,9827072,9828959,9829395,41403,"16,22","0,0","48,64","7,3",125,99,0.000832265467877,0.03287555828113402,"1.0,1.0","0.844,0.944",0.106
41404,ENSG00000214021.15,TTLL3,chr3,+,9828308,9828379,9826996,9827240,9828499,9828575,41404,"0,0","3,1","1,1","9,4",170,99,0.533395846699,1.0,"0.0,0.0","0.061,0.127",-0.094
41405,ENSG00000214021.15,TTLL3,chr3,+,9828499,9828575,9826996,9827072,9828959,9829395,41405,"1,4","0,0","7,8","7,3",175,99,1.00442732875e-6,0.00029636400971175475,"1.0,1.0","0.361,0.601",0.519
41406,ENSG00000214021.15,TTLL3,chr3,+,9828499,9828575,9826996,9827240,9828959,9829395,41406,"4,4","35,49","16,11","109,115",175,99,0.377413583546,1.0,"0.061,0.044","0.077,0.051",-0.012
41407,ENSG00000214021.15,TTLL3,chr3,+,9833103,9833245,9828678,9829395,9834426,9834503,41407,"4,5","0,0","10,14","0,2",198,99,0.979972054037,1.0,"1.0,1.0","1.0,0.778",0.111
41408,ENSG00000214021.15,TTLL3,chr3,+,9833103,9833245,9828678,9829395,9834680,9834907,41408,"5,13","109,70","22,31","136,127",198,99,0.0122986193778,0.1794583066801142,"0.022,0.085","0.075,0.109",-0.038
41409,ENSG00000214021.15,TTLL3,chr3,+,9833103,9833273,9828959,9829395,9834426,9834503,41409,"5,5","0,0","11,14","0,2",198,99,0.931120140174,1.0,"1.0,1.0","1.0,0.778",0.111
41410,ENSG00000214021.15,TTLL3,chr3,+,9833103,9833273,9828959,9829395,9834680,9835096,41410,"24,19","109,70","27,36","136,127",198,99,0.939846575261,1.0,"0.099,0.119","0.09,0.124",0.002
41411,ENSG00000214021.15,TTLL3,chr3,+,9834426,9834503,9828678,9829395,9834680,9834907,41411,"0,2","109,70","3,7","136,127",176,99,0.181622295178,0.9564000257119507,"0.0,0.016","0.012,0.03",-0.013
41412,ENSG00000214021.15,TTLL3,chr3,+,9834426,9834503,9833103,9833245,9834680,9834907,41412,"0,2","1,8","3,5","12,17",176,99,0.121676353898,0.7568279649819889,"0.0,0.123","0.123,0.142",-0.071
41413,ENSG00000214021.15,TTLL3,chr3,+,9834426,9834503,9833103,9833273,9834680,9834907,41413,"1,2","20,14","4,5","17,22",176,99,0.0648221218922,0.5166575668529998,"0.027,0.074","0.117,0.113",-0.065
41414,ENSG00000214021.15,TTLL3,chr3,+,9834680,9834907,9828959,9829395,9835093,9835208,41414,"114,78","2,0","161,150","2,0",198,99,0.719805201141,1.0,"0.966,1.0","0.976,1.0",-0.005
41415,ENSG00000170634.12,ACYP2,chr2,+,54222996,54223083,54138638,54138748,54304687,54305251,41415,"0,4","6,11","2,1","15,9",186,99,0.694322272015,1.0,"0.0,0.162","0.066,0.056",0.02
41418,ENSG00000115306.15,SPTBN1,chr2,+,54659935,54659999,54659153,54659266,54664452,54664691,41418,"211,128","0,0","136,182","0,1",163,99,1.0,1.0,"1.0,1.0","1.0,0.991",0.004
41419,ENSG00000156171.14,DRAM2,chr1,-,111119614,111119681,111118864,111118897,111119876,111119959,41419,"0,1","44,70","2,0","112,121",166,99,1.0,1.0,"0.0,0.008","0.011,0.0",-0.001
41420,ENSG00000156171.14,DRAM2,chr1,-,111122615,111122643,111120515,111120693,111124741,111124881,41420,"1,1","100,119","1,1","153,171",127,99,1.0,1.0,"0.008,0.007","0.005,0.005",0.002
41421,ENSG00000156171.14,DRAM2,chr1,-,111122615,111122643,111120515,111120693,111126226,111126294,41421,"2,0","9,1","2,2","0,3",127,99,0.0114869615779,0.171878545030002,"0.148,0.0","1.0,0.342",-0.597
41422,ENSG00000156171.14,DRAM2,chr1,-,111124741,111124881,111120515,111120693,111126226,111126294,41422,"130,152","9,1","211,237","0,3",198,99,0.00301416738723,0.0747253811806123,"0.878,0.987","1.0,0.975",-0.055
41423,ENSG00000156171.14,DRAM2,chr1,-,111124741,111124881,111122615,111122643,111126226,111126294,41423,"30,34","1,0","58,66","1,1",198,99,1.0,1.0,"0.938,1.0","0.967,0.971",0.0
41424,ENSG00000156171.14,DRAM2,chr1,-,111126226,111126294,111124741,111124881,111131423,111131568,41424,"67,67","0,0","129,129","2,0",167,99,1.0,1.0,"1.0,1.0","0.975,1.0",0.012
41425,ENSG00000156171.14,DRAM2,chr1,-,111137522,111137586,111131423,111131568,111139500,111139666,41425,"98,70","1,0","132,113","0,0",163,99,1.0,1.0,"0.983,1.0","1.0,1.0",-0.008
41426,ENSG00000156171.14,DRAM2,chr1,-,111137522,111137586,111131423,111131568,111139587,111139711,41426,"76,58","0,0","101,94","0,1",163,99,1.0,1.0,"1.0,1.0","1.0,0.983",0.008
41427,ENSG00000156171.14,DRAM2,chr1,-,111137522,111137586,111131423,111131568,111140037,111140203,41427,"99,84","0,1","123,121","0,0",163,99,1.0,1.0,"1.0,0.981","1.0,1.0",-0.01
41428,ENSG00000156171.14,DRAM2,chr1,-,111139065,111139123,111137522,111137586,111139500,111139520,41428,"0,0","26,14","1,0","35,27",157,99,1.0,1.0,"0.0,0.0","0.018,0.0",-0.009
41429,ENSG00000156171.14,DRAM2,chr1,-,111139500,111139666,111131423,111131568,111140037,111140090,41429,"39,24","0,1","50,64","0,0",198,99,1.0,1.0,"1.0,0.923","1.0,1.0",-0.038
41430,ENSG00000156171.14,DRAM2,chr1,-,111139500,111139666,111137522,111137586,111140037,111140090,41430,"63,38","27,28","85,91","26,35",198,99,0.0876551406034,0.6211976084424786,"0.538,0.404","0.62,0.565",-0.121
41431,ENSG00000156171.14,DRAM2,chr1,-,111139587,111139711,111131423,111131568,111140037,111140062,41431,"14,30","0,1","29,68","0,0",198,99,1.0,1.0,"1.0,0.938","1.0,1.0",-0.031
41432,ENSG00000156171.14,DRAM2,chr1,-,111139587,111139711,111137522,111137586,111140037,111140062,41432,"18,31","27,28","32,72","26,35",198,99,0.0402246882811,0.38333378403535234,"0.25,0.356","0.381,0.507",-0.141
41433,ENSG00000214595.11,EML6,chr2,+,54966722,54966880,54964570,54964733,54966999,54967231,41433,"0,1","0,0","0,0","0,2",198,99,1.0,1.0,"NA,1.0","NA,0.0",1.0
41435,ENSG00000109689.15,STIM2,chr4,+,27002926,27003104,27002216,27002394,27007532,27007700,41435,"22,29","0,1","32,15","0,0",198,99,1.0,1.0,"1.0,0.935","1.0,1.0",-0.032
41436,ENSG00000109689.15,STIM2,chr4,+,27007982,27008006,27007532,27007700,27008427,27008528,41436,"2,4","8,16","1,2","13,9",123,99,0.228285683119,1.0,"0.168,0.168","0.058,0.152",0.063
41438,ENSG00000109689.15,STIM2,chr4,+,27021493,27021612,27017710,27017984,27022518,27022840,41438,"0,0","6,6","1,0","2,5",198,99,1.0,1.0,"0.0,0.0","0.2,0.0",-0.1
41439,ENSG00000186866.16,POFUT2,chr21,-,45266021,45266227,45263927,45265635,45267589,45267713,41439,"9,7","17,16","26,36","37,37",198,99,0.0864052526757,0.6152765122849312,"0.209,0.179","0.26,0.327",-0.099
41440,ENSG00000186866.16,POFUT2,chr21,-,45267589,45267713,45263927,45265635,45269838,45270019,41440,"58,56","0,0","109,91","1,0",198,99,1.0,1.0,"1.0,1.0","0.982,1.0",0.009
41441,ENSG00000186866.16,POFUT2,chr21,-,45277232,45277773,45277016,45277142,45278102,45278169,41441,"5,2","26,55","16,8","66,84",198,99,0.0896543475065,0.6304816522619597,"0.088,0.018","0.108,0.045",-0.024
41442,ENSG00000186866.16,POFUT2,chr21,-,45282348,45282459,45278102,45278169,45285677,45285928,41442,"54,33","0,0","107,131","1,0",198,99,1.0,1.0,"1.0,1.0","0.982,1.0",0.009
41443,ENSG00000186866.16,POFUT2,chr21,-,45282803,45282938,45282348,45282459,45283382,45283527,41443,"4,1","20,21","6,6","59,57",198,99,0.902737751318,1.0,"0.091,0.023","0.048,0.05",0.008
41444,ENSG00000186866.16,POFUT2,chr21,-,45282803,45282938,45282368,45282398,45283382,45283527,41444,"6,0","0,2","2,4","5,11",198,99,0.49929067124,1.0,"1.0,0.0","0.167,0.154",0.34
41446,ENSG00000186866.16,POFUT2,chr21,-,45285268,45285328,45283351,45283527,45285677,45285928,41446,"2,0","32,36","4,10","74,44",159,99,0.00391841400763,0.08915505603420724,"0.037,0.0","0.033,0.124",-0.06
41448,ENSG00000162994.15,CLHC1,chr2,-,55181569,55181744,55180509,55180712,55206269,55206376,41448,"1,3","1,2","6,6","1,2",198,99,0.130854042514,0.7941338641872265,"0.333,0.429","0.75,0.6",-0.294
41450,ENSG00000162994.15,CLHC1,chr2,-,55208625,55208710,55206269,55206376,55209403,55209516,41450,"2,4","0,0","2,6","2,0",184,99,0.314871814669,1.0,"1.0,1.0","0.35,1.0",0.325
41451,ENSG00000162994.15,CLHC1,chr2,-,55208625,55208710,55206269,55206376,55209629,55209831,41451,"0,1","0,0","1,1","0,1",184,99,1.0,1.0,"NA,1.0","1.0,0.35",0.325
41452,ENSG00000162994.15,CLHC1,chr2,-,55209403,55209516,55206269,55206376,55209629,55209652,41452,"1,5","0,0","3,7","0,1",198,99,1.0,1.0,"1.0,1.0","1.0,0.778",0.111
41453,ENSG00000162994.15,CLHC1,chr2,-,55209403,55209516,55208625,55208710,55209629,55209652,41453,"3,9","0,1","2,12","0,0",198,99,1.0,1.0,"1.0,0.818","1.0,1.0",-0.091
41454,ENSG00000162994.15,CLHC1,chr2,-,55222234,55222493,55218344,55218600,55232235,55232274,41454,"3,4","2,0","5,3","0,1",198,99,0.389515162173,1.0,"0.429,1.0","1.0,0.6",-0.086
41455,ENSG00000162994.15,CLHC1,chr2,-,55224190,55224398,55222271,55222493,55232235,55232354,41455,"0,0","0,4","0,1","1,2",198,99,1.0,1.0,"NA,0.0","0.0,0.2",-0.1
41458,ENSG00000162994.15,CLHC1,chr2,-,55228031,55228204,55222234,55222493,55232235,55232354,41458,"0,0","0,4","5,5","1,2",198,99,1.0,1.0,"NA,0.0","0.714,0.556",-0.635
41466,ENSG00000150401.14,DCUN1D2,chr13,-,113462739,113462891,113461053,113461136,113474123,113474254,41466,"8,8","1,3","6,11","0,2",198,99,0.122946614033,0.762035200339591,"0.8,0.571","1.0,0.733",-0.181
41467,ENSG00000150401.14,DCUN1D2,chr13,-,113474123,113474254,113462739,113462891,113490666,113490691,41467,"7,4","0,2","2,5","0,1",198,99,0.443001967808,1.0,"1.0,0.5","1.0,0.714",-0.107
41469,ENSG00000150401.14,DCUN1D2,chr13,-,113483839,113484056,113480574,113480743,113490666,113490691,41469,"21,15","0,0","21,17","1,0",198,99,1.0,1.0,"1.0,1.0","0.913,1.0",0.043
41470,ENSG00000150401.14,DCUN1D2,chr13,-,113483839,113484196,113480647,113480743,113490666,113490691,41470,"19,11","0,0","18,20","1,0",198,99,1.0,1.0,"1.0,1.0","0.9,1.0",0.05
41471,ENSG00000150401.14,DCUN1D2,chr13,-,113489089,113489173,113483839,113484196,113490666,113490691,41471,"2,0","0,0","2,0","0,3",183,99,1.0,1.0,"1.0,NA","1.0,0.0",0.5
41472,ENSG00000255367.3,AC127526.2,chr11,-,3515090,3515198,3507979,3508396,3580926,3581211,41472,"0,1","3,1","1,0","1,2",198,99,1.0,1.0,"0.0,0.333","0.333,0.0",0.0
41473,ENSG00000133641.17,C12orf29,chr12,+,88036041,88036073,88035537,88035738,88040147,88040265,41473,"0,2","60,77","3,2","73,59",131,99,0.384133049998,1.0,"0.0,0.019","0.03,0.025",-0.018
41474,ENSG00000133641.17,C12orf29,chr12,+,88040147,88040265,88035445,88035738,88042824,88042920,41474,"132,136","28,23","117,133","20,22",198,99,0.60483742046,1.0,"0.702,0.747","0.745,0.751",-0.024
41475,ENSG00000133641.17,C12orf29,chr12,+,88045581,88045779,88043598,88043715,88046806,88046949,41475,"183,151","1,1","221,178","3,0",198,99,0.947209160739,1.0,"0.989,0.987","0.974,1.0",0.001
41494,ENSG00000240401.8,AC012358.3,chr2,+,55332138,55332261,55329421,55329519,55339502,55339629,41494,"0,1","0,0","0,0","0,1",198,99,1.0,1.0,"NA,1.0","NA,0.0",1.0
41503,ENSG00000172901.19,LVRN,chr5,+,116010514,116010894,116005788,116005967,116012373,116012468,41503,"0,0","3,0","1,0","3,1",198,99,1.0,1.0,"0.0,NA","0.143,0.0",-0.071
41504,ENSG00000172901.19,LVRN,chr5,+,116010740,116010894,116005911,116005967,116012373,116012468,41504,"0,0","3,0","1,0","3,1",198,99,1.0,1.0,"0.0,NA","0.143,0.0",-0.071
41506,ENSG00000163001.11,CFAP36,chr2,+,55520404,55520479,55519603,55519916,55522101,55522166,41506,"0,1","7,7","1,0","26,29",174,99,1.0,1.0,"0.0,0.075","0.021,0.0",0.027
41507,ENSG00000163001.11,CFAP36,chr2,+,55522101,55522166,55519645,55519916,55523720,55523822,41507,"32,21","1,0","72,76","0,0",164,99,1.0,1.0,"0.951,1.0","1.0,1.0",-0.024
41508,ENSG00000163001.11,CFAP36,chr2,+,55528877,55528992,55523720,55523822,55533872,55533960,41508,"42,47","0,0","75,90","2,0",198,99,0.529852888661,1.0,"1.0,1.0","0.949,1.0",0.026
41509,ENSG00000163001.11,CFAP36,chr2,+,55544219,55544369,55543937,55544074,55544906,55545079,41509,"102,100","0,5","237,193","0,4",198,99,0.244165846391,1.0,"1.0,0.909","1.0,0.96",-0.025
41510,ENSG00000131507.10,NDFIP1,chr5,+,142137733,142137858,142135729,142135817,142144570,142144676,41510,"97,80","0,0","143,115","1,0",198,99,1.0,1.0,"1.0,1.0","0.986,1.0",0.007
41511,ENSG00000131507.10,NDFIP1,chr5,+,142140562,142140629,142137733,142137858,142144570,142144676,41511,"159,145","2,0","252,286","6,3",166,99,0.101641803756,0.6764748345007708,"0.979,1.0","0.962,0.983",0.017
41512,ENSG00000181192.11,DHTKD1,chr10,+,12081471,12081627,12068971,12069187,12084539,12084751,41512,"14,27","1,1","43,32","0,0",198,99,0.587604701997,1.0,"0.875,0.931","1.0,1.0",-0.097
41516,ENSG00000181192.11,DHTKD1,chr10,+,12091512,12091684,12088985,12089255,12094072,12094271,41516,"21,15","0,0","14,26","1,0",198,99,1.0,1.0,"1.0,1.0","0.875,1.0",0.062
41517,ENSG00000181192.11,DHTKD1,chr10,+,12094072,12094271,12088985,12089255,12097683,12097958,41517,"26,17","1,0","36,22","0,0",198,99,1.0,1.0,"0.929,1.0","1.0,1.0",-0.035
41519,ENSG00000181192.11,DHTKD1,chr10,+,12107908,12108015,12101041,12101181,12112899,12113029,41519,"6,9","0,0","11,16","0,1",198,99,1.0,1.0,"1.0,1.0","1.0,0.889",0.055
41520,ENSG00000181192.11,DHTKD1,chr10,+,12112899,12113064,12107908,12108015,12117672,12117755,41520,"27,27","2,4","52,44","2,4",198,99,0.409662802732,1.0,"0.871,0.771","0.929,0.846",-0.067
41529,ENSG00000116120.9,FARSB,chr2,-,222639579,222639695,222634390,222634541,222642850,222643005,41529,"197,208","0,0","273,286","2,0",198,99,1.0,1.0,"1.0,1.0","0.986,1.0",0.007
41530,ENSG00000116120.9,FARSB,chr2,-,222640861,222640931,222639579,222639695,222642850,222643005,41530,"157,161","0,1","210,249","0,1",169,99,1.0,1.0,"1.0,0.99","1.0,0.993",-0.001
41536,ENSG00000115380.19,EFEMP1,chr2,-,55922898,55922939,55922359,55922447,55923710,55923782,41536,"0,0","2,0","0,1","0,0",140,99,1.0,1.0,"0.0,NA","NA,1.0",-1.0
41540,ENSG00000004777.18,ARHGAP33,chr19,+,35777644,35777742,35775542,35775664,35777823,35777908,41540,"21,12","0,3","27,15","2,0",197,99,0.51351837567,1.0,"1.0,0.668","0.872,1.0",-0.102
41547,ENSG00000273749.4,CYFIP1,chr15,-,22916881,22917029,22916482,22916630,22917787,22917935,41547,"2,0","11,14","1,1","31,22",198,99,0.583306272777,1.0,"0.083,0.0","0.016,0.022",0.023
41548,ENSG00000273749.4,CYFIP1,chr15,-,22927905,22928028,22925981,22926107,22932222,22932340,41548,"57,36","0,0","52,56","0,2",198,99,0.358254106529,1.0,"1.0,1.0","1.0,0.933",0.033
41549,ENSG00000273749.4,CYFIP1,chr15,-,22927905,22928028,22925981,22926107,22933801,22933893,41549,"39,35","0,0","40,41","0,2",198,99,0.483137868724,1.0,"1.0,1.0","1.0,0.911",0.044
41550,ENSG00000273749.4,CYFIP1,chr15,-,22932222,22932340,22925981,22926107,22933801,22933893,41550,"54,41","0,0","106,74","0,2",198,99,0.62171740776,1.0,"1.0,1.0","1.0,0.949",0.026
41551,ENSG00000273749.4,CYFIP1,chr15,-,22932222,22932340,22927905,22928028,22933801,22933893,41551,"72,44","0,2","119,87","1,0",198,99,0.619119326594,1.0,"1.0,0.917","0.983,1.0",-0.033
41552,ENSG00000273749.4,CYFIP1,chr15,-,22946708,22946840,22944861,22944939,22947002,22947092,41552,"0,0","28,54","0,1","62,62",198,99,1.0,1.0,"0.0,0.0","0.0,0.008",-0.004
41553,ENSG00000273749.4,CYFIP1,chr15,-,22947002,22947092,22944861,22944939,22947168,22947291,41553,"59,75","0,3","118,135","0,2",189,99,0.740010337772,1.0,"1.0,0.929","1.0,0.972",-0.021
41554,ENSG00000273749.4,CYFIP1,chr15,-,22947910,22948029,22947168,22947291,22980286,22980352,41554,"1,6","26,29","0,0","36,31",198,99,0.00817015708633,0.1394379534767088,"0.019,0.094","0.0,0.0",0.057
41555,ENSG00000272180.1,AC011306.1,chr2,+,56170000,56170195,56147629,56147740,56181126,56181652,41555,"3,1","0,0","10,9","1,1",198,99,0.15933125466,0.8893205684783089,"1.0,1.0","0.833,0.818",0.175
41557,ENSG00000004779.9,NDUFAB1,chr16,-,23582275,23582375,23581001,23581173,23585335,23585423,41557,"308,380","0,2","400,410","0,0",198,99,1.0,1.0,"1.0,0.99","1.0,1.0",-0.005
