File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF259KQL	bam	bam		alignments	hg19	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1		35					/files/ENCFF505DQW/, /files/ENCFF243EOW/	112493338	Gene Yeo, UCSD	51e9bc3e646574b37b9dff2d70f14398		https://www.encodeproject.org/files/ENCFF259KQL/@@download/ENCFF259KQL.bam				released	s3://encode-public/2016/03/11/130ca2d1-f8e0-4c68-acd4-d79fd1e6ed28/ENCFF259KQL.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/11/130ca2d1-f8e0-4c68-acd4-d79fd1e6ed28/ENCFF259KQL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF606WSU	bam	bam		alignments	hg19	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1		35					/files/ENCFF290RMT/, /files/ENCFF914VHS/	702981303	Gene Yeo, UCSD	cb821f3f9d2872c464968201b73b8d6d		https://www.encodeproject.org/files/ENCFF606WSU/@@download/ENCFF606WSU.bam				released	s3://encode-public/2016/03/11/62f3275b-3720-492d-bc25-d721045b6c98/ENCFF606WSU.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/11/62f3275b-3720-492d-bc25-d721045b6c98/ENCFF606WSU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF251DMV	bam	bam		alignments	GRCh38	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1		35					/files/ENCFF290RMT/, /files/ENCFF914VHS/	677421772	Gene Yeo, UCSD	9fb5984d86020e30295c09505ab0c0f4		https://www.encodeproject.org/files/ENCFF251DMV/@@download/ENCFF251DMV.bam				released	s3://encode-public/2016/09/09/e719f950-0c59-4018-a21b-5ee02973cfcd/ENCFF251DMV.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/e719f950-0c59-4018-a21b-5ee02973cfcd/ENCFF251DMV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF604NYA	bam	bam		alignments	GRCh38	ENCSR725ARB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1		35					/files/ENCFF505DQW/, /files/ENCFF243EOW/	335372244	Gene Yeo, UCSD	a9abf39a06a666599fd524fa6b8d9f0d		https://www.encodeproject.org/files/ENCFF604NYA/@@download/ENCFF604NYA.bam				released	s3://encode-public/2016/09/09/d869363d-f6a7-487d-be96-d1763f5b4f42/ENCFF604NYA.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/d869363d-f6a7-487d-be96-d1763f5b4f42/ENCFF604NYA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF319LAK	bam	bam		alignments	hg19	ENCSR534YOI	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF792GSE/, /files/ENCFF343JQN/	441155984	Gene Yeo, UCSD	73e48711eb49aed5d0394fd9b12d2b58		https://www.encodeproject.org/files/ENCFF319LAK/@@download/ENCFF319LAK.bam				released	s3://encode-public/2016/03/24/150e3058-de49-4a98-ace2-eb8414f54bd6/ENCFF319LAK.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/24/150e3058-de49-4a98-ace2-eb8414f54bd6/ENCFF319LAK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF689MJF	bam	bam		alignments	hg19	ENCSR534YOI	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF378HIP/, /files/ENCFF975SKP/	357617170	Gene Yeo, UCSD	72b5200bf1a20984912fa35304e17c08		https://www.encodeproject.org/files/ENCFF689MJF/@@download/ENCFF689MJF.bam				released	s3://encode-public/2016/03/24/75a49d36-1088-423d-b3cf-e964dd429c7a/ENCFF689MJF.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/24/75a49d36-1088-423d-b3cf-e964dd429c7a/ENCFF689MJF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF987VDX	bam	bam		alignments	GRCh38	ENCSR534YOI	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF378HIP/, /files/ENCFF975SKP/	361287564	Gene Yeo, UCSD	69bc10b6fd2cb649cf35a6d377b99c8e		https://www.encodeproject.org/files/ENCFF987VDX/@@download/ENCFF987VDX.bam				released	s3://encode-public/2016/09/09/4f2d7080-05e4-4524-a51e-91f9fb32425f/ENCFF987VDX.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/4f2d7080-05e4-4524-a51e-91f9fb32425f/ENCFF987VDX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF558FAR	bam	bam		alignments	GRCh38	ENCSR534YOI	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF792GSE/, /files/ENCFF343JQN/	442043254	Gene Yeo, UCSD	0c8535f4842d28b3b44fc4bee55255e4		https://www.encodeproject.org/files/ENCFF558FAR/@@download/ENCFF558FAR.bam				released	s3://encode-public/2016/09/09/4d5336c1-f640-4c2f-ad75-f06b2645a94e/ENCFF558FAR.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/4d5336c1-f640-4c2f-ad75-f06b2645a94e/ENCFF558FAR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF849HII	bam	bam		alignments	hg19	ENCSR965DLL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SFPQ-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF617MDS/, /files/ENCFF822GVL/	291406087	Gene Yeo, UCSD	0d2410822dc3596916a6e3150820402e		https://www.encodeproject.org/files/ENCFF849HII/@@download/ENCFF849HII.bam				released	s3://encode-public/2016/03/11/e36f4f94-8a3f-4902-a24e-d7a1072d0383/ENCFF849HII.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/11/e36f4f94-8a3f-4902-a24e-d7a1072d0383/ENCFF849HII.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF862AWU	bam	bam		alignments	hg19	ENCSR965DLL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SFPQ-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF315AQY/, /files/ENCFF981KZD/	588857001	Gene Yeo, UCSD	ef4fcc7a7a2f12325ac6f95bd7bc0bca		https://www.encodeproject.org/files/ENCFF862AWU/@@download/ENCFF862AWU.bam				released	s3://encode-public/2016/03/11/21d22cb9-3807-44fa-b14e-e5552a09b634/ENCFF862AWU.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/11/21d22cb9-3807-44fa-b14e-e5552a09b634/ENCFF862AWU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF056KWN	bam	bam		alignments	GRCh38	ENCSR965DLL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SFPQ-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF617MDS/, /files/ENCFF822GVL/	289603602	Gene Yeo, UCSD	f3b17f00c564d48c180221423eb5e65c		https://www.encodeproject.org/files/ENCFF056KWN/@@download/ENCFF056KWN.bam				released	s3://encode-public/2016/09/09/b5f757bd-2a72-4e7f-8b61-1fa91b0900ca/ENCFF056KWN.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/b5f757bd-2a72-4e7f-8b61-1fa91b0900ca/ENCFF056KWN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF857OFG	bam	bam		alignments	GRCh38	ENCSR965DLL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SFPQ-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF315AQY/, /files/ENCFF981KZD/	583823198	Gene Yeo, UCSD	b9cec018d298d4a71334c66ff4c02ea1		https://www.encodeproject.org/files/ENCFF857OFG/@@download/ENCFF857OFG.bam				released	s3://encode-public/2016/09/09/68b55c3b-34e1-48e0-9c12-ccac1f9b332b/ENCFF857OFG.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/68b55c3b-34e1-48e0-9c12-ccac1f9b332b/ENCFF857OFG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF880NPI	bam	bam		alignments	hg19	ENCSR224QWC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR2-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF390XNM/, /files/ENCFF179VQL/	150600467	Gene Yeo, UCSD	01e152360b06832ee54f5b9260b6c04c		https://www.encodeproject.org/files/ENCFF880NPI/@@download/ENCFF880NPI.bam				released	s3://encode-public/2016/03/23/11c00c72-e153-4bf1-8ef9-5b213da69ad8/ENCFF880NPI.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/11c00c72-e153-4bf1-8ef9-5b213da69ad8/ENCFF880NPI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF950NHZ	bam	bam		alignments	hg19	ENCSR224QWC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR2-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF487CVX/, /files/ENCFF616XVI/	152850072	Gene Yeo, UCSD	a87339d7b9fadaa1e406c982e8f165d8		https://www.encodeproject.org/files/ENCFF950NHZ/@@download/ENCFF950NHZ.bam				released	s3://encode-public/2016/03/23/3b6b2aee-7480-4752-a95a-d038c1a01b71/ENCFF950NHZ.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/3b6b2aee-7480-4752-a95a-d038c1a01b71/ENCFF950NHZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF039HYM	bam	bam		alignments	GRCh38	ENCSR224QWC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR2-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF390XNM/, /files/ENCFF179VQL/	151450278	Gene Yeo, UCSD	545f96cdb136d3b55465c8e86104aa54		https://www.encodeproject.org/files/ENCFF039HYM/@@download/ENCFF039HYM.bam				released	s3://encode-public/2016/09/09/36e5ade6-9cba-4818-aa64-66e98e8af1ae/ENCFF039HYM.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/36e5ade6-9cba-4818-aa64-66e98e8af1ae/ENCFF039HYM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF459RQT	bam	bam		alignments	GRCh38	ENCSR224QWC	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR2-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF487CVX/, /files/ENCFF616XVI/	153964069	Gene Yeo, UCSD	4754e71675810c735614517e076683c8		https://www.encodeproject.org/files/ENCFF459RQT/@@download/ENCFF459RQT.bam				released	s3://encode-public/2016/09/09/c3e8c58a-a977-4800-a464-06999dde0944/ENCFF459RQT.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/c3e8c58a-a977-4800-a464-06999dde0944/ENCFF459RQT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF012EDL	bam	bam		alignments	hg19	ENCSR154HRN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF107UYK/, /files/ENCFF546OAU/	521167959	Gene Yeo, UCSD	4bb868e3354dcadab91c6a62f2d0078d		https://www.encodeproject.org/files/ENCFF012EDL/@@download/ENCFF012EDL.bam				released	s3://encode-public/2016/03/23/d4e06d98-a1b2-46a6-8be8-6f1ce62d530d/ENCFF012EDL.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/d4e06d98-a1b2-46a6-8be8-6f1ce62d530d/ENCFF012EDL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF292CIT	bam	bam		alignments	hg19	ENCSR154HRN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF352GSS/, /files/ENCFF850NCY/	226041416	Gene Yeo, UCSD	a1722269a4d82ed5cf1703ba240c0fe7		https://www.encodeproject.org/files/ENCFF292CIT/@@download/ENCFF292CIT.bam				released	s3://encode-public/2016/03/23/3813e18a-0b02-4164-8306-473fbdecfe07/ENCFF292CIT.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/3813e18a-0b02-4164-8306-473fbdecfe07/ENCFF292CIT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF571IRN	bam	bam		alignments	GRCh38	ENCSR154HRN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF107UYK/, /files/ENCFF546OAU/	519716041	Gene Yeo, UCSD	1019a0f0a6a6230bd73544f40d9d56c6		https://www.encodeproject.org/files/ENCFF571IRN/@@download/ENCFF571IRN.bam				released	s3://encode-public/2016/09/09/23486b5d-7199-4bd0-9ace-d7d10cd6dd53/ENCFF571IRN.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/23486b5d-7199-4bd0-9ace-d7d10cd6dd53/ENCFF571IRN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF876SGL	bam	bam		alignments	GRCh38	ENCSR154HRN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF352GSS/, /files/ENCFF850NCY/	224462938	Gene Yeo, UCSD	eb795315fe38169d64234e230d05573e		https://www.encodeproject.org/files/ENCFF876SGL/@@download/ENCFF876SGL.bam				released	s3://encode-public/2016/09/09/86b14b08-b2ac-49a0-8b46-3f4d0cbd7493/ENCFF876SGL.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/86b14b08-b2ac-49a0-8b46-3f4d0cbd7493/ENCFF876SGL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF106RNO	bam	bam		alignments	hg19	ENCSR840DRD	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF305FQD/, /files/ENCFF251DNT/	466292681	Gene Yeo, UCSD	d5fb2f9dc124c6d8bd1f13767829e2ac		https://www.encodeproject.org/files/ENCFF106RNO/@@download/ENCFF106RNO.bam				released	s3://encode-public/2016/03/24/592e7214-4c58-4882-94e6-ac3a3ed0d287/ENCFF106RNO.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/24/592e7214-4c58-4882-94e6-ac3a3ed0d287/ENCFF106RNO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF926RLW	bam	bam		alignments	hg19	ENCSR840DRD	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF480LCY/, /files/ENCFF084WXF/	702720717	Gene Yeo, UCSD	220d91dcc953d830c1e6ad4bf3088e08		https://www.encodeproject.org/files/ENCFF926RLW/@@download/ENCFF926RLW.bam				released	s3://encode-public/2016/03/24/ab618df8-9d47-4412-bfc3-e492180e4eb9/ENCFF926RLW.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/24/ab618df8-9d47-4412-bfc3-e492180e4eb9/ENCFF926RLW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF859CZM	bam	bam		alignments	GRCh38	ENCSR840DRD	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF305FQD/, /files/ENCFF251DNT/	461334307	Gene Yeo, UCSD	0a6e13471514b5b3d1e6347229a582de		https://www.encodeproject.org/files/ENCFF859CZM/@@download/ENCFF859CZM.bam				released	s3://encode-public/2016/09/09/eae9bd09-1e38-4b82-9406-6fc7812b63ed/ENCFF859CZM.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/eae9bd09-1e38-4b82-9406-6fc7812b63ed/ENCFF859CZM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF513VDW	bam	bam		alignments	GRCh38	ENCSR840DRD	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CSTF2T-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF480LCY/, /files/ENCFF084WXF/	695749812	Gene Yeo, UCSD	7426497b44234cb459dbe59da72baacc		https://www.encodeproject.org/files/ENCFF513VDW/@@download/ENCFF513VDW.bam				released	s3://encode-public/2016/09/09/08939ba0-57df-4d0e-82fd-0aa2becf8363/ENCFF513VDW.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/08939ba0-57df-4d0e-82fd-0aa2becf8363/ENCFF513VDW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF485LRS	bam	bam		alignments	hg19	ENCSR623VEQ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1		44					/files/ENCFF181GFC/, /files/ENCFF643ZXH/	457392867	Gene Yeo, UCSD	9be2a7d7dca51c3f681c36e4f2a13bf0		https://www.encodeproject.org/files/ENCFF485LRS/@@download/ENCFF485LRS.bam				released	s3://encode-public/2016/03/23/25f023f0-9f43-4f8d-872e-6a01f3315dcd/ENCFF485LRS.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/25f023f0-9f43-4f8d-872e-6a01f3315dcd/ENCFF485LRS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF878IQT	bam	bam		alignments	hg19	ENCSR623VEQ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1		44					/files/ENCFF482SRR/, /files/ENCFF506BUC/	351124247	Gene Yeo, UCSD	981356ca6ee503fdd980a48ccbd40ddd		https://www.encodeproject.org/files/ENCFF878IQT/@@download/ENCFF878IQT.bam				released	s3://encode-public/2016/03/23/70f8b753-b142-45f0-af76-682576d000bd/ENCFF878IQT.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/70f8b753-b142-45f0-af76-682576d000bd/ENCFF878IQT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF681JJG	bam	bam		alignments	GRCh38	ENCSR623VEQ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1		44					/files/ENCFF181GFC/, /files/ENCFF643ZXH/	458384632	Gene Yeo, UCSD	c287a071ec93a54dc9ca9d0de3b1bca1		https://www.encodeproject.org/files/ENCFF681JJG/@@download/ENCFF681JJG.bam				released	s3://encode-public/2016/09/09/00a4a8f6-c65c-4a9f-aa60-842a846ca8c4/ENCFF681JJG.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/00a4a8f6-c65c-4a9f-aa60-842a846ca8c4/ENCFF681JJG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF258DPQ	bam	bam		alignments	GRCh38	ENCSR623VEQ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1		44					/files/ENCFF482SRR/, /files/ENCFF506BUC/	352719227	Gene Yeo, UCSD	a70c497229d00105fc64ef8947ab7110		https://www.encodeproject.org/files/ENCFF258DPQ/@@download/ENCFF258DPQ.bam				released	s3://encode-public/2016/09/09/c6b43078-ae33-4869-b5cd-68fa7e1119b1/ENCFF258DPQ.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/c6b43078-ae33-4869-b5cd-68fa7e1119b1/ENCFF258DPQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF592BEM	bam	bam		alignments	hg19	ENCSR830BSQ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										BUD13-human	RNA				ultraviolet irradiation	strand-specific	2015-12-15	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF363NIE/, /files/ENCFF918HTG/	472738997	Gene Yeo, UCSD	7fd7ce3e4e1a9f0419da09f95b378c6b		https://www.encodeproject.org/files/ENCFF592BEM/@@download/ENCFF592BEM.bam				released	s3://encode-public/2016/03/24/cbae5ae0-1231-40f0-921a-4d19ffdc28d1/ENCFF592BEM.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/24/cbae5ae0-1231-40f0-921a-4d19ffdc28d1/ENCFF592BEM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
