run_id	run_name	state	sweep_name	sweep_id	model.name	dataset.name	model.n_jobs	training.seed	model.max_depth	model.reg_alpha	model.subsample	dataset.cell_line	model.eval_metric	model.n_estimators	training.criterion	model.learning_rate	training.batch_size	training.wandb.track	dataset.target_fields	training.wandb.entity	dataset.min_read_count	training.profile.plots	training.wandb.project	model.enable_categorical	training.profile.metrics	training.wandb.save_code	dataset.three_exon_combos	training.wandb.save_model	training.wandb.save_plots	training.data_split.method	model.early_stopping_rounds	training.data_split.test_set	training.data_split.train_set	training.wandb.save_artifacts	training.data_split.validate_set	dataset.features.binding_matrix.window	dataset.features.binding_matrix.exp_log	dataset.features.binding_matrix.flatten	dataset.features.binding_matrix.exp_norm	dataset.features.binding_matrix.binding_format	runtime.avg_nodes_per_tree	test_loss	test_mean_absolute_error	test_r2_score	test_rmse	train_loss	train_mean_absolute_error	train_r2_score	train_rmse	val_loss	val_mean_absolute_error	val_r2_score	val_rmse
iglu4vjn	ancient-sweep-63	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	50	True	False	getmm	binary	77.78082191780823	6.979e-05	0.2154	0.2426	0.3081	3.636e-05	0.2031	0.2771	0.2896	9.989e-05	0.2068	0.2184	0.2965
p1pep0ol	icy-sweep-65	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	50	True	False	getmm	binary	68.97692307692307	0.0001174	0.1784	0.2471	0.284	6.463e-05	0.1639	0.3082	0.2604	0.0001673	0.168	0.2202	0.2682
qawhwdis	dutiful-sweep-59	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	K562	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	rbp_exp	78.42465753424658	9.748e-05	0.178	0.2255	0.2851	2.983e-05	0.1485	0.331	0.2451	0.000111	0.1666	0.224	0.2692
vwtj9mzp	deep-sweep-69	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	binary	73.8840579710145	6.945e-05	0.2169	0.2395	0.3088	3.695e-05	0.2074	0.257	0.2938	9.883e-05	0.2083	0.2136	0.2973
xo7gx8ji	eager-sweep-64	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	50	True	False	getmm	binary	75.81617647058823	8.563e-05	0.1991	0.236	0.2997	4.525e-05	0.184	0.2798	0.2765	0.0001211	0.1873	0.2121	0.283
5nuw77n3	whole-sweep-70	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	binary	72.88461538461539	8.53e-05	0.1999	0.2333	0.3004	4.596e-05	0.1871	0.2608	0.2801	0.0001204	0.1883	0.2059	0.2841
66imimpd	noble-sweep-71	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	binary	65.18518518518519	0.0001147	0.1769	0.2612	0.2818	6.286e-05	0.1616	0.3218	0.2578	0.0001645	0.1668	0.2277	0.2672
b7n0ep2x	ancient-sweep-77	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	binary	69.20610687022901	0.0001157	0.1788	0.2506	0.2838	6.391e-05	0.1642	0.3047	0.2611	0.0001646	0.1682	0.2164	0.2688
errehp7h	jolly-sweep-78	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	320	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	binary	64.67175572519083	0.0001862	0.161	0.2918	0.2677	9.874e-05	0.1396	0.3928	0.2366	0.0002583	0.1511	0.2367	0.2531
h3l2cunt	glad-sweep-73	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	0	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	binary	79.0625	5.505e-05	0.2543	0.2242	0.3283	2.986e-05	0.2522	0.2367	0.3228	7.916e-05	0.25	0.2035	0.3215
ibgq7tfx	comfy-sweep-72	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	320	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	binary	62.140625	0.0001871	0.1609	0.2908	0.2677	0.0001027	0.1434	0.3701	0.2407	0.0002606	0.1508	0.2392	0.2532
kt9vjv3w	northern-sweep-80	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	20	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	binary	81.27083333333333	6.048e-05	0.2301	0.2398	0.3144	3.195e-05	0.2228	0.2596	0.3031	8.593e-05	0.2249	0.217	0.3067
rm9rbb9a	different-sweep-76	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	binary	73.09848484848484	8.442e-05	0.1998	0.2347	0.3	4.515e-05	0.1866	0.2643	0.2793	0.0001183	0.1884	0.2073	0.2838
s1m2e89x	stilted-sweep-79	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	0	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	binary	83.56756756756756	5.456e-05	0.2547	0.2227	0.3289	2.918e-05	0.2515	0.242	0.3219	7.803e-05	0.2506	0.201	0.3224
z77tzmch	firm-sweep-75	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	binary	77.45517241379311	6.81e-05	0.2154	0.2448	0.3075	3.554e-05	0.2041	0.2739	0.2904	9.632e-05	0.2071	0.2211	0.2961
zqdp89ya	lively-sweep-74	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	20	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	binary	78.68275862068965	6.055e-05	0.2286	0.2453	0.313	3.227e-05	0.2221	0.2621	0.3026	8.655e-05	0.2236	0.2214	0.3057
0t3uxmu0	trim-sweep-87	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	binary	77.81884057971014	6.872e-05	0.2195	0.2283	0.3114	3.558e-05	0.2079	0.2572	0.2939	9.554e-05	0.2104	0.2077	0.2982
1t7yphr3	confused-sweep-89	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	binary	74.41791044776119	0.000116	0.1799	0.2425	0.2858	6.121e-05	0.1607	0.3268	0.257	0.0001617	0.1671	0.2193	0.2679
5eemob3o	misty-sweep-82	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	binary	78.4672131147541	8.7e-05	0.2044	0.207	0.3055	4.666e-05	0.1923	0.2328	0.2852	0.000121	0.1931	0.1822	0.2881
6r16d3do	fast-sweep-86	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	20	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	binary	79.58865248226951	6.082e-05	0.2328	0.2312	0.3168	3.182e-05	0.2248	0.2535	0.3047	8.562e-05	0.2273	0.2076	0.3084
b27wn6gu	hopeful-sweep-88	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	binary	77.58450704225352	8.376e-05	0.2	0.2318	0.3009	4.279e-05	0.1821	0.2911	0.2744	0.0001149	0.1868	0.2156	0.2819
frkx3kq4	fluent-sweep-90	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	320	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	binary	68.8923076923077	0.0001902	0.1632	0.2724	0.272	9.894e-05	0.1404	0.389	0.2375	0.000256	0.1499	0.238	0.2525
g90bduew	worldly-sweep-84	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	320	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	binary	64.70992366412214	0.0001872	0.1613	0.2846	0.2692	9.861e-05	0.1397	0.3926	0.2369	0.0002536	0.1493	0.2467	0.2513
gsf3262f	laced-sweep-83	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	binary	72.63829787234043	0.0001132	0.1765	0.2638	0.2815	5.997e-05	0.158	0.3444	0.2537	0.0001607	0.1664	0.2304	0.2662
qmgktae3	silver-sweep-85	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	0	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	binary	83.68345323741008	5.473e-05	0.2588	0.2117	0.3319	2.928e-05	0.2557	0.2274	0.3254	7.768e-05	0.254	0.1898	0.3247
wbic0pi3	sage-sweep-81	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	binary	78.19310344827586	6.802e-05	0.2162	0.2407	0.3085	3.52e-05	0.2042	0.2723	0.2906	9.572e-05	0.208	0.2173	0.2968
4lswsv7y	elated-sweep-95	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	50	True	False	getmm	rbp_exp	71.88652482269504	0.0001136	0.1743	0.2712	0.2794	6.072e-05	0.1571	0.3501	0.2524	0.0001629	0.1645	0.2406	0.2647
8g1w6b89	daily-sweep-94	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	50	True	False	getmm	rbp_exp	76.44594594594595	8.397e-05	0.196	0.2509	0.2968	4.341e-05	0.1788	0.3091	0.2708	0.0001189	0.1845	0.2267	0.2803
abvd3luq	quiet-sweep-91	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	0	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	50	True	False	getmm	rbp_exp	91.26573426573428	5.647e-05	0.2522	0.2271	0.3273	3.065e-05	0.2494	0.2432	0.3207	8.218e-05	0.2478	0.2039	0.3205
czid6agj	floral-sweep-96	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	320	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	50	True	False	getmm	rbp_exp	66.4090909090909	0.0001848	0.1583	0.3001	0.2653	9.79e-05	0.1389	0.4034	0.2344	0.0002589	0.1495	0.2448	0.2519
fxi4o7gk	deep-sweep-98	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	20	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	rbp_exp	83.67375886524823	6.165e-05	0.2292	0.2427	0.3139	3.295e-05	0.2225	0.2596	0.3031	8.838e-05	0.2238	0.2187	0.3059
ifaum4v6	gentle-sweep-92	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	20	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	50	True	False	getmm	rbp_exp	84.20714285714286	6.259e-05	0.2295	0.2388	0.3145	3.33e-05	0.2219	0.2605	0.3026	9.028e-05	0.224	0.2154	0.3066
j3a2di8r	winter-sweep-93	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	50	True	False	getmm	rbp_exp	84.49640287769785	7.024e-05	0.2165	0.2377	0.3091	3.681e-05	0.2051	0.2681	0.2914	0.0001007	0.2084	0.2122	0.2977
